pair_id,cover_l2,cover_ssim,cover_lpips,cover_psnr,clean_token_mse,robust_token_mse,jpeg_token_mse,naive_reverse_l2,naive_reverse_ssim,naive_reverse_lpips,naive_reverse_psnr,token_reverse_clean_l2,token_reverse_clean_ssim,token_reverse_clean_lpips,token_reverse_clean_psnr,token_reverse_rbn_l2,token_reverse_rbn_ssim,token_reverse_rbn_lpips,token_reverse_rbn_psnr,token_reverse_jpeg_l2,token_reverse_jpeg_ssim,token_reverse_jpeg_lpips,token_reverse_jpeg_psnr,naive_serial2_l2,naive_serial2_ssim,naive_serial2_lpips,naive_serial2_psnr,token_serial2_clean_l2,token_serial2_clean_ssim,token_serial2_clean_lpips,token_serial2_clean_psnr,token_serial2_jpeg_l2,token_serial2_jpeg_ssim,token_serial2_jpeg_lpips,token_serial2_jpeg_psnr,token_serial2_v7_clean_l2,token_serial2_v7_clean_ssim,token_serial2_v7_clean_lpips,token_serial2_v7_clean_psnr,token_serial2_v7_jpeg_l2,token_serial2_v7_jpeg_ssim,token_serial2_v7_jpeg_lpips,token_serial2_v7_jpeg_psnr,naive_serial3_l2,naive_serial3_ssim,naive_serial3_lpips,naive_serial3_psnr,token_serial3_clean_l2,token_serial3_clean_ssim,token_serial3_clean_lpips,token_serial3_clean_psnr,token_serial3_jpeg_l2,token_serial3_jpeg_ssim,token_serial3_jpeg_lpips,token_serial3_jpeg_psnr,token_serial3_v7_clean_l2,token_serial3_v7_clean_ssim,token_serial3_v7_clean_lpips,token_serial3_v7_clean_psnr,token_serial3_v7_jpeg_l2,token_serial3_v7_jpeg_ssim,token_serial3_v7_jpeg_lpips,token_serial3_v7_jpeg_psnr
000000363207__antimonocromatismo,0.0001104776820284,0.9937946200370787,0.0123372040688991,39.56725446420936,0.0139472754672169,0.0139345061033964,0.0138639509677886,0.0056398040615022,0.5494158864021301,0.1446636319160461,22.48735984046188,0.0018089860677719,0.8214747905731201,0.0715464577078819,27.42564777923536,0.0030567881185561,0.7923911213874817,0.1145116835832595,25.14734663377595,0.0019889753311872,0.8112344145774841,0.0837780609726905,27.01370603298738,0.0060468986630439,0.5374012589454651,0.1489474773406982,22.18467309457492,0.0049386122263967,0.5235026478767395,0.1378189325332641,23.06395072754733,0.0050881090573966,0.5117658972740173,0.147897869348526,22.93443588688654,0.0051467050798237,0.5076006054878235,0.1525056958198547,22.884707172899148,0.0052548851817846,0.4992600381374359,0.1549628674983978,22.794367687817186,0.0128758614882826,0.4853954613208771,0.2002101838588714,18.902237038719527,0.0119449095800518,0.4355741441249847,0.1739736050367355,19.22817133401181,0.012763344682753,0.4099764823913574,0.1891970634460449,18.940355021885185,0.0131338611245155,0.400524377822876,0.1989503502845764,18.81607580189086,0.0136496229097247,0.3845201730728149,0.217898741364479,18.648793464611654
000000363207__impronte_d_artista,0.0001124779009842,0.9885857105255128,0.0210080333054065,39.48932796871473,0.013853657990694,0.0139857595786452,0.0137964133173227,0.0060242228209972,0.534422755241394,0.1370558738708496,22.200989730391136,0.0020532633643597,0.8123652338981628,0.0780277848243713,26.875553417387835,0.0033240306656807,0.7850807309150696,0.1231862902641296,24.78334978307148,0.0023684448096901,0.7985121607780457,0.1041340008378028,26.255367308964637,0.0115950806066393,0.489445686340332,0.1867002844810485,19.357262278886925,0.0106478249654173,0.4782576262950897,0.1529352664947509,19.727390966372663,0.01135113555938,0.4513618052005768,0.1702483296394348,19.449606897921125,0.011119045317173,0.4660640656948089,0.1680600643157959,19.53932499739808,0.0118355425074696,0.4355702698230743,0.185930922627449,19.268118304598172,0.0075804330408573,0.5095465183258057,0.1648325771093368,21.203059840931587,0.0057541732676327,0.5296300053596497,0.1274726241827011,22.400170649267785,0.0059442757628858,0.5203847885131836,0.1367362886667251,22.259010512795115,0.0062096114270389,0.5068411827087402,0.1511421501636505,22.06935575406789,0.006326911970973,0.5014309287071228,0.1516112238168716,21.98808208023327
000000363207__picasso_self_portrait,0.0001070351790986,0.9944602847099304,0.0108126513659954,39.704734599090656,0.0138792674988508,0.0139411035925149,0.0138054136186838,0.0060042389668524,0.53463214635849,0.1469182223081588,22.215420312988385,0.0018240337958559,0.8179342150688171,0.0848912596702575,27.389671192873323,0.0038036641199141,0.7687540054321289,0.1381114721298217,24.197978401331994,0.0020514933858066,0.8055431842803955,0.0979449674487114,26.879298788980392,0.0056989006698131,0.5781629681587219,0.1227642893791198,22.44208912587141,0.0047556138597428,0.5625664591789246,0.0998733341693878,23.227934159101608,0.0049442141316831,0.5545158386230469,0.1035169959068298,23.05902728413873,0.0050124074332416,0.5531373620033264,0.1152698397636413,22.99953634641803,0.0052108424715697,0.5428210496902466,0.1146027147769928,22.83092055745556,0.0094456486403942,0.4990848004817962,0.2257591336965561,20.24768213361903,0.0078790020197629,0.460040807723999,0.1737928688526153,21.03528788190375,0.0080036530271172,0.4502334296703338,0.1890416443347931,20.96711747081629,0.0083421105518937,0.4366639852523803,0.2021975517272949,20.78724059064718,0.0086207520216703,0.4146430492401123,0.2336839586496353,20.644548473288783
000000363207__trial,0.0001088468707166,0.9897089600563048,0.0162977986037731,39.63184052153634,0.0136725036427378,0.0137395150959491,0.0136494226753711,0.0064110402017831,0.5230793952941895,0.1982479095458984,21.930714997723506,0.0020229890942573,0.8152294754981995,0.0863963738083839,26.94006458463312,0.0023901166860014,0.810559093952179,0.1192552149295806,26.21580896185961,0.0023386769462376,0.800325870513916,0.1169500052928924,26.31029765431594,0.008547225035727,0.4735515415668487,0.2306502014398574,20.68174861562342,0.0072871497832238,0.477273017168045,0.1537861675024032,21.37442303707117,0.0074229822494089,0.4618786871433258,0.1688522547483444,21.29421577975263,0.0072528272867202,0.4682534635066986,0.1816282868385315,21.39492664371623,0.0076755210757255,0.4464650452136993,0.2090590298175811,21.148921314689453,0.0135518461465835,0.4274121224880218,0.2060894668102264,18.68001537508429,0.0115013839676976,0.4335032403469085,0.1690036505460739,19.392498976141752,0.0120282853022217,0.4110025465488434,0.1645723581314087,19.19796279298565,0.0121997781097888,0.4090214669704437,0.1936448216438293,19.136480682244827,0.0126702869310975,0.3900702893733978,0.2097471356391906,18.9721354997991
000000363207__woman_with_hat_matisse,0.0001160437532234,0.9909747242927552,0.0224041957408189,39.353782331795024,0.0138611048460006,0.0138971991837024,0.0137981865555047,0.0065778172574937,0.5062445998191833,0.1533767879009246,21.819181960957632,0.0020102083217352,0.8078380227088928,0.0812521278858184,26.96758933479024,0.0022394887637346,0.8080111145973206,0.1165025830268859,26.498511122147207,0.0022642957046628,0.7949959635734558,0.0995664224028587,26.45066857290614,0.0089563205838203,0.5715672373771667,0.1281820237636566,20.47870369615968,0.0090476870536804,0.5120320916175842,0.1255769282579422,20.43462429436511,0.0097395656630396,0.4884500503540039,0.1312025487422943,20.114604100978816,0.0097803585231304,0.4860099256038666,0.1430279314517974,20.09645224786706,0.0103398812934756,0.4696199595928192,0.1514953821897506,19.854844471109764,0.0068738437257707,0.5222583413124084,0.184781864285469,21.62800345606842,0.0055098254233598,0.5045022964477539,0.1690181046724319,22.58862161379175,0.0057391789741814,0.4915224015712738,0.1749734878540039,22.411502317284857,0.005898495670408,0.4823082983493805,0.1792022883892059,22.29258735026339,0.0060580484569072,0.4720373153686523,0.1907760500907898,22.176672571696745
000000400161__antimonocromatismo,0.0001245538733201,0.9954754710197448,0.0207769237458705,39.04642762423784,0.0188356954604387,0.0187954343855381,0.0186600722372531,0.0158972293138504,0.4733259975910187,0.2036827206611633,17.986785611235238,0.005461995024234,0.6510601043701172,0.2986798882484436,22.626486998295107,0.0072371927089989,0.5608041882514954,0.3941209614276886,21.40429863004654,0.0070324018597602,0.5586063861846924,0.3553592264652252,21.52896319889667,0.009808056987822,0.5610349178314209,0.3987106382846832,20.08417019434066,0.0104367928579449,0.4270904958248138,0.3170508742332458,19.81432936015761,0.0108323255553841,0.3890544474124908,0.3821827471256256,19.652782961494918,0.0106384856626391,0.3955107033252716,0.3825107514858246,19.73120187376056,0.0111343003809452,0.3625527918338775,0.4179472923278808,19.53337066482712,0.0172303207218647,0.51010662317276,0.3768470287322998,17.637066386030614,0.0169791877269744,0.4205620288848877,0.3536339700222015,17.70083089953708,0.0188060905784368,0.3605367243289947,0.3997859060764313,17.25701476468447,0.0180175993591547,0.3887427151203155,0.3943981826305389,17.44303074318409,0.0199630204588174,0.325524628162384,0.4191280007362366,16.997737481510935
000000400161__impronte_d_artista,0.0001302991295233,0.9923243522644044,0.02926273830235,38.85058485626435,0.0185584463179111,0.0188393332064151,0.0185876935720443,0.0168506354093551,0.4437199532985687,0.2047933340072631,17.733837179633408,0.0057176281698048,0.6316781640052795,0.2981698513031006,22.427840912048037,0.0071998103521764,0.5590560436248779,0.4187609255313873,21.42678943025401,0.0076770861633121,0.5140045285224915,0.4194692969322204,21.1480358508795,0.0129455467686057,0.6072954535484314,0.3479061126708984,18.87879601963477,0.0142552768811583,0.50295490026474,0.294361799955368,18.460243429429877,0.0154717378318309,0.4617652893066406,0.3217227160930633,18.10460902306691,0.0148719632998108,0.4810121059417724,0.3261058628559112,18.27631694962172,0.0161269642412662,0.4410476386547088,0.3329778909683227,17.924473770219812,0.012198943644762,0.5455484986305237,0.4433212280273437,19.136777749902954,0.0132845202460885,0.3737689554691314,0.427958220243454,18.7665412497509,0.0139031698927283,0.3410857617855072,0.4563407897949219,18.568861702516845,0.0139041757211089,0.3460783958435058,0.4756456017494201,18.56854752242811,0.0145107246935367,0.3229411542415619,0.4757081866264343,18.383108975178235
000000400161__picasso_self_portrait,0.0001297522831009,0.9955248832702636,0.020800506696105,38.86884991634191,0.0186087451875209,0.0187417678534984,0.0184652432799339,0.0154813006520271,0.4848178923130035,0.2064989507198333,18.101925551344465,0.0056678862310945,0.634810745716095,0.3251250088214874,22.46578875732924,0.0075426511466503,0.5415380001068115,0.4316773116588592,21.224759782695152,0.007450349163264,0.5310478806495667,0.3756758272647857,21.27823373409361,0.0094950329512357,0.6097729802131653,0.369839996099472,20.22503523763716,0.011252038180828,0.4440945088863373,0.3301552534103393,19.48768802840393,0.0118330148980021,0.4134375751018524,0.3819780647754669,19.26904588698481,0.011781551875174,0.4171327650547027,0.3783170580863952,19.287975001741497,0.0123073728755116,0.3902719020843506,0.4150702953338623,19.098346414174,0.0136807868257164,0.495087057352066,0.484794408082962,18.63888924235773,0.0130316587164998,0.3637712001800537,0.3557333946228027,18.850003022018264,0.0136842541396617,0.3206953108310699,0.4182596504688263,18.63778868831622,0.0135841155424714,0.3312841951847076,0.3982105255126953,18.669686331039244,0.0138918161392211,0.3044784963130951,0.450625866651535,18.57240973291745
000000400161__trial,0.0001320952142123,0.9933499693870544,0.0258937031030654,38.7911291651745,0.0185721889138221,0.0187830626964569,0.0185829494148492,0.0189945995807647,0.4235355854034424,0.2499641627073288,17.21369857239414,0.0057436446659266,0.6275168657302856,0.3192233145236969,22.40812435827161,0.0067091360688209,0.5774786472320557,0.3976393640041351,21.73333400054545,0.0078589608892798,0.503085196018219,0.4340413212776184,21.04634872520977,0.0109227672219276,0.5607393383979797,0.4024712741374969,19.61667321615967,0.0108743533492088,0.4437398016452789,0.2525944709777832,19.63596559221163,0.011380068026483,0.4054520428180694,0.2986690700054168,19.438551418567723,0.0110902609303593,0.4227974116802215,0.2753889262676239,19.55058235700964,0.0118581736460328,0.3789002895355224,0.3174386024475097,19.259821943214916,0.0167652703821659,0.5039862990379333,0.3819605410099029,17.755894380874867,0.0167188681662082,0.3984403312206268,0.339020311832428,17.76793126765917,0.0179742034524679,0.3501638174057007,0.3541785180568695,17.453503467789,0.0179535523056983,0.3605851829051971,0.3586273789405823,17.45849608694121,0.0186420213431119,0.3262948095798492,0.3863124847412109,17.295069991405654
000000400161__woman_with_hat_matisse,0.0001357116125291,0.9931066632270812,0.0293356198817491,38.67382989174882,0.0184949710965156,0.0187469851225614,0.0184746161103248,0.0167492665350437,0.444720059633255,0.1889355629682541,17.760042063440103,0.0056072142906486,0.6435253620147705,0.2718346714973449,22.51252846172257,0.006633264478296,0.5879273414611816,0.3884526193141937,21.782726863779885,0.0078423582017421,0.508936882019043,0.3854266405105591,21.05553325069828,0.0106378206983208,0.6454175114631653,0.2689225077629089,19.73147334036692,0.0131792044267058,0.5026479959487915,0.2585136592388153,18.80110805487076,0.0147947333753108,0.4504764974117279,0.2849680185317993,18.298928571119728,0.0140019133687019,0.4704146087169647,0.2879093885421753,18.538126137010064,0.0153963835909962,0.4255535900592804,0.2981131076812744,18.1258127727492,0.0103011699393391,0.5554537177085876,0.4309563040733337,19.8711344817397,0.0117747746407985,0.3646726608276367,0.4120451211929321,19.2904739614762,0.0121937552466988,0.3258318603038788,0.4719016849994659,19.138625263942107,0.0123497247695922,0.3192214667797088,0.4994808435440063,19.083427211394792,0.0126020647585392,0.2967029809951782,0.5179590582847595,18.99558292995454
000000241668__antimonocromatismo,9.657568443799391e-05,0.9941475987434388,0.0148839894682168,40.15132205299729,0.0066715171560645,0.0064397496171295,0.0065505648963153,0.0043425974436104,0.4605436623096466,0.2233177125453949,23.622504276310075,0.0004957963828928,0.8849999904632568,0.0655093938112258,33.04696645973591,0.0006234485190361,0.8744301795959473,0.0835568010807037,32.05199402364402,0.0005432436591945,0.8778648376464844,0.0816497132182121,32.650053341153715,0.006755931302905,0.3768082857131958,0.2309474498033523,21.703147751639257,0.0040586222894489,0.4581261575222015,0.1485653966665268,23.9162136386892,0.0040786624886095,0.4570578634738922,0.1800848841667175,23.894822312847783,0.0042449408210814,0.4531057775020599,0.1639884114265442,23.72128359897518,0.0040666898712515,0.4609400331974029,0.1418663263320922,23.907589459479222,0.0160972606390714,0.351972371339798,0.263987123966217,17.932480240027783,0.0146084884181618,0.2957148849964142,0.2222576439380645,18.353947194259742,0.0146756609901785,0.295890599489212,0.2327119559049606,18.334023290634907,0.0151925673708319,0.2861194908618927,0.2413927316665649,18.183688291148773,0.0154828904196619,0.2760631144046783,0.2495356798171997,18.101479599237827
