total_loss,cover_loss,style_cover_loss,payload_capacity_loss,token_loss,token_consistency_loss,thumb_loss,prior_loss,reverse_clean_loss,reverse_robust_loss,reverse_jpeg_loss,oracle_reverse_loss,consistency_loss,oracle_distill_loss,serial_source_loss,embed_lowfreq_loss,embed_texture_loss,embed_highfreq_loss,quant_loss,val_score,val_reverse_clean,val_reverse_robust,val_reverse_jpeg,val_serial2_source,val_serial3_source,val_cover_stage1,val_cover_stage2,val_cover_stage3,val_strength,epoch,lr,future_prob,future_weight,target_gap,phase,elapsed_sec
57.00970322672526,0.0019356910092756152,0.004899651540443301,0.000631592000524203,0.3181775132218997,0.011023849931855996,0.14560230968395868,0.9108220432599385,0.8878726626237233,0.9259205344518026,0.8997149206797281,0.9216863077481587,0.022816056000689665,0.12029560053348541,2.2412135451634727,0.01117243068292737,0.005347613144355516,0.000735318944711859,0.000977244020284464,5.683687407573064,1.0408899011214574,1.1843110955258211,1.0656748427450657,1.0249511043727397,1.0249772200981775,0.00010481058942483893,0.00010480884922192975,0.00010481962019791051,1.36,1,3.25e-05,0.0,0.0,,fidelity_lock,906.13
46.79306328837077,0.002848464435587327,0.007628834493458271,0.0007682231083066047,0.12451697095235188,0.005479991327350339,0.07414094638824463,0.7142129647731781,0.7317437303066253,0.7913191560904185,0.7530565529664357,0.7211463305950164,0.022530521407723426,0.08264465756217639,1.935559225400289,0.011372303509463867,0.005859734899674853,0.0012486853638353447,0.0009768421120631198,5.331097136735917,0.9582990863422552,1.1123277288178604,0.9876378454764684,0.9730409949024519,0.9730629422763983,0.00011516994178236928,0.00011515897349454463,0.0001151769385736164,1.36,2,4.874999999999999e-05,0.0,0.0,,fidelity_lock,864.49
43.88119836425781,0.0031957922304670016,0.008712591542551915,0.0013833131389692425,0.10013991512854895,0.004353386226420601,0.06517089315255482,0.6632893890539805,0.6844765540758768,0.750276443084081,0.7076702764828999,0.6586375823815663,0.02208482884367307,0.0747140775223573,1.845751545906067,0.01210292332371076,0.006319627961764733,0.0014478890160098672,0.0009766266477915148,5.417580289840698,0.9669562715788682,1.1444464082022507,1.0022296397387982,0.9870512342949709,0.98707538758715,0.00011438965322061752,0.00011438275526112799,0.00011438692895656762,1.36,3,6.5e-05,0.0,0.0,,fidelity_lock,869.6
41.86877268981934,0.0031118931686505676,0.008602828269824385,0.002590780812005202,0.09388945486148198,0.0038128372548768916,0.06416764830549558,0.6360587860743204,0.6506096227963766,0.7178994323412577,0.6749283107121785,0.6190423177083333,0.022036982757349808,0.07069363591074944,1.7928953119913738,0.01137983771537741,0.0059763724952936175,0.001480708476776878,0.0009762161887871722,5.288906506896019,0.9349801043172677,1.1167944124837716,0.9669906937579313,0.9721291191875935,0.972139901816845,0.00012061030067949711,0.00012061227309459355,0.00012062099375422501,1.36,4,6.495064928408276e-05,0.0,0.0,,fidelity_lock,868.12
39.70459957377116,0.0033216407876461742,0.009377701998998721,0.003288619083662828,0.07938338392972946,0.003402649346739054,0.05888499257961909,0.5966589868068695,0.6155161015192667,0.6829142197767893,0.6424583397706349,0.5851914018789928,0.02225308804959059,0.06402467472354571,1.7220122543970744,0.01169823313007752,0.006259279366582632,0.0016453274702653289,0.0009766509551554917,4.804202742179235,0.8495742497841517,0.9767088962594668,0.8905351824561755,0.8918023159603278,0.8918354050815105,0.00012895478089679577,0.00012895380095869768,0.00012895767813461134,1.36,5,6.480274701283335e-05,0.0,0.0,,fidelity_lock,870.3
38.35262236022949,0.0033521348647773267,0.009622976881762346,0.0025128532722592353,0.07688279578089714,0.0032758689317852257,0.0590246230661869,0.5810011132558187,0.5943003421624502,0.6545880210399627,0.6243119038740794,0.568324951728185,0.022348834755520026,0.06319867763916652,1.6698655322392781,0.011516145385801792,0.006247452677537998,0.0017239136397838592,0.0009763363498883943,4.732601916988691,0.826645290106535,0.945911236256361,0.8712312539418539,0.8911152876913547,0.891191696425279,9.811764752763944e-05,9.811160355942169e-05,9.811508093359104e-05,1.36,6,6.455674236058847e-05,0.0,0.0,,fidelity_lock,870.57
36.575420166015626,0.003577905601511399,0.010519913290937741,0.0009606811826427778,0.07011854171752929,0.0031528606694191694,0.055944113383690514,0.5680958975950877,0.5653261541525523,0.6226493353048961,0.5971472138563791,0.5444009384314219,0.022048821575939657,0.05911693227291107,1.6180067809422811,0.01199469598631064,0.0066092046822110815,0.0018902123983328542,0.0009761440133055051,4.438074800769488,0.7625710899134477,0.8742819298803807,0.8160980094472567,0.8458989997208118,0.8459027183055877,0.00012622359965462239,0.00012622079895663774,0.00012621693131222855,1.36,7,6.421338243539165e-05,0.0,0.0,,fidelity_lock,870.04
35.13623631286621,0.0036176225474725166,0.01079449484994014,0.003762459594756365,0.06360157538453738,0.003032852009559671,0.05307205959161122,0.5433397048314412,0.5412903530597687,0.5960873948733012,0.573921930551529,0.5234724098841349,0.02213715872168541,0.055027993301550546,1.5691636737187704,0.011978010661900044,0.006661581300199032,0.0019721364350989462,0.000976054407035311,4.691959147850673,0.823004423826933,0.9338505785167217,0.875017125159502,0.8789257415135702,0.8789517514407634,9.371204056151328e-05,9.370118434768908e-05,9.371728090627584e-05,1.36,8,6.377371001005063e-05,0.0,0.0,,fidelity_lock,870.37
34.11176129659017,0.00353358134192725,0.010599025915066401,0.0012942343379060428,0.05714805812637011,0.0029169261548668145,0.049468445658683774,0.5295689098040263,0.5264534015655518,0.5802558853626251,0.5593979465961456,0.5093823099136352,0.021546487567325433,0.05201843838890394,1.5343701249758404,0.01171824969847997,0.0065170112711687884,0.001934077617712319,0.0009760446495686968,4.399478938380877,0.7514367281893889,0.8578288419047991,0.8022496600945791,0.8463658424218495,0.8464019996424516,0.00013780834227266798,0.00013779041666566626,0.00013780446709764268,1.36,9,6.323906035527062e-05,0.0,0.0,,fidelity_lock,868.19
33.56654449462891,0.0036267602629959585,0.010956785477697848,0.0007721768723179897,0.05369935630758604,0.002850182973469297,0.04977196005980174,0.512912053267161,0.5188060002326965,0.5704248520533244,0.5532177386283874,0.5016786007881164,0.021558174225191275,0.04991266930103302,1.507554474512736,0.012113784496982893,0.006735676940530538,0.0020196333021546406,0.0009762930505288144,4.449092916250229,0.7611910169323285,0.869879314849774,0.8201197589933872,0.8509309699634711,0.8509426873425643,0.00012631532596666753,0.00012629916879329053,0.00012630288654084628,1.36,10,6.261105718448106e-05,0.0,0.0,,fidelity_lock,870.96
