label,run,pair_id,eval_strength,cover_psnr,token_mse,jpeg_token_mse,rbn_token_mse,thumb_mse,reverse_l2,reverse_psnr
V7.4 full pre-repair,colab_style_stego_benchmark_v7_4_sota_killer_scratch,000000007816__trial,1.36,39.35074234008789,0.018261156976222992,0.018206872045993805,0.01815340295433998,0.00021985088824294508,0.010630141943693161,19.734609603881836
V7.4 full pre-repair,colab_style_stego_benchmark_v7_4_sota_killer_scratch,000000007816__woman_with_hat_matisse,1.36,38.693153381347656,0.018366923555731773,0.018317684531211853,0.018274161964654922,0.00022320536663755774,0.011573749594390392,19.36526107788086
V7.4 full pre-repair,colab_style_stego_benchmark_v7_4_sota_killer_scratch,000000410878__antimonocromatismo,1.36,39.396724700927734,0.010807577520608902,0.010697119869291782,0.010619300417602062,0.00015571223048027605,0.005517028272151947,22.582948684692383
V7.4 full pre-repair,colab_style_stego_benchmark_v7_4_sota_killer_scratch,000000410878__impronte_d_artista,1.36,39.01625061035156,0.010629663243889809,0.010579260066151619,0.010551340878009796,0.00015776421059854329,0.0058602821081876755,22.32081413269043
V7.4 full pre-repair,colab_style_stego_benchmark_v7_4_sota_killer_scratch,000000410878__picasso_self_portrait,1.36,39.006256103515625,0.010731886141002178,0.01063024252653122,0.01055957842618227,0.00021044828463345766,0.005094524472951889,22.92896270751953
V7.4 full pre-repair,colab_style_stego_benchmark_v7_4_sota_killer_scratch,000000410878__trial,1.36,39.26753616333008,0.010614008642733097,0.010547067038714886,0.01049899123609066,0.00014891143655404449,0.0057578375563025475,22.39740562438965
V7.4 full pre-repair,colab_style_stego_benchmark_v7_4_sota_killer_scratch,000000410878__woman_with_hat_matisse,1.36,39.215675354003906,0.010748104192316532,0.01068921945989132,0.01065787486732006,0.00013094025780446827,0.00521460734307766,22.82778549194336
V7.4 full pre-repair,colab_style_stego_benchmark_v7_4_sota_killer_scratch,000000461009__antimonocromatismo,1.36,38.98074722290039,0.009982209652662277,0.009897403419017792,0.009825600311160088,0.00017552109784446657,0.003899384755641222,24.09004020690918
V7.4 full pre-repair,colab_style_stego_benchmark_v7_4_sota_killer_scratch,000000461009__impronte_d_artista,1.36,39.51013946533203,0.009987369179725647,0.009951485320925713,0.009933987632393837,0.00019228097517043352,0.004058379679918289,23.916473388671875
V7.4 full pre-repair,colab_style_stego_benchmark_v7_4_sota_killer_scratch,000000461009__picasso_self_portrait,1.36,38.7201042175293,0.010135795921087265,0.01005750522017479,0.009977957233786583,0.00023530086036771536,0.0043389927595853806,23.626110076904297
V7.4 full pre-repair,colab_style_stego_benchmark_v7_4_sota_killer_scratch,000000461009__trial,1.36,39.49217987060547,0.009918762370944023,0.00987097155302763,0.009840352460741997,0.0001927201374201104,0.0038264100439846516,24.172086715698242
V7.4 full pre-repair,colab_style_stego_benchmark_v7_4_sota_killer_scratch,000000461009__woman_with_hat_matisse,1.36,39.447044372558594,0.010014849714934826,0.009979148395359516,0.009958936832845211,0.00017639703582972288,0.004013584461063147,23.964675903320312
V7.4 full pre-repair,colab_style_stego_benchmark_v7_4_sota_killer_scratch,000000551350__antimonocromatismo,1.36,38.52668380737305,0.01749609038233757,0.01729683391749859,0.017093384638428688,0.0002651834802236408,0.011239137500524521,19.492671966552734
V7.4 full pre-repair,colab_style_stego_benchmark_v7_4_sota_killer_scratch,000000551350__impronte_d_artista,1.36,38.075984954833984,0.017243517562747,0.017092959955334663,0.016948098316788673,0.00025395280681550503,0.011568374931812286,19.367277145385742
V7.4 full pre-repair,colab_style_stego_benchmark_v7_4_sota_killer_scratch,000000551350__picasso_self_portrait,1.36,38.4581413269043,0.017293239012360573,0.017089053988456726,0.016887560486793518,0.0002788230776786804,0.011114848777651787,19.540966033935547
